isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE884A01027,Vaibhav Global,VAIBHAVGBL,532156,VAIBHAVGBL.NS,Consumer Durables,"Gems, Jewellery And Watches",226.05,3789
INE0GK401011,Tatva Chintan,TATVA,543321,TATVA.NS,Chemicals & Petrochemicals,Specialty Chemicals,1616.4,3781.09
INE358U01012,Zota Health Care,ZOTA,,ZOTA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1087.4,3765.95
INE633B01018,Polyplex Corpn,POLYPLEX,524051,POLYPLEX.NS,Industrial Products,Packaging,1194.1,3748.57
INE421C01016,TVS Srichakra,TVSSRICHAK,509243,TVSSRICHAK.NS,Auto Components,Tyres & Rubber Products,4879.1,3737.39
INE822C01015,TCPL Packaging,TCPLPACK,523301,TCPLPACK.NS,Industrial Products,Packaging,4101.3,3732.18
INE753U01022,Divgi Torq,DIVGIITTS,543812,DIVGIITTS.NS,Auto Components,Auto Components & Equipments,1217.9,3724.69
INE0AJG01018,Hemisphere Prop,HEMIPROP,543242,HEMIPROP.NS,Commercial Services & Supplies,Diversified Commercial Services,130.58,3721.53
INE351A01035,Unichem Labs.,UNICHEMLAB,506690,UNICHEMLAB.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,526.15,3704.4
INE715A01015,Wheels India,WHEELS,590073,WHEELS.NS,Auto Components,Auto Components & Equipments,1512.8,3696.23
INE816B01035,Filatex India,FILATEX,526227,FILATEX.NS,Textiles & Apparels,Other Textile Products,83.06,3688.35
INE244O01017,Uniparts India,UNIPARTS,543689,UNIPARTS.NS,Auto Components,Auto Components & Equipments,815.3,3681.98
INE950I01011,D B Corp,DBCORP,533151,DBCORP.NS,Media,Print Media,205.86,3669.55
INE461C01038,Greenply Industr,GREENPLY,526797,GREENPLY.NS,Consumer Durables,Plywood Boards/ Laminates,293.5,3665.88
INE111B01023,63 Moons Tech.,63MOONS,526881,63MOONS.NS,IT - Software,Computers - Software & Consulting,795.5,3665.55
INE189B01011,Styrenix Perfor.,STYRENIX,506222,STYRENIX.NS,Chemicals & Petrochemicals,Specialty Chemicals,2081.6,3661.53
INE0EK901012,TARC Ltd,TARC,543249,TARC.NS,Realty,"Residential, Commercial Projects",124.07,3661.26
INE325D01025,Sindhu Trade,SINDHUTRAD,532029,SINDHUTRAD.NS,Consumable Fuels,Coal,23.68,3651.29
INE976R01033,AGI Infra,AGIIL,539042,AGIIL.NS,Realty,"Residential, Commercial Projects",291.25,3640.55
INE365D01021,Ashiana Housing,ASHIANA,523716,ASHIANA.NS,Realty,"Residential, Commercial Projects",361.8,3636.99
INE414D01027,Bhagiradha Chem.,BHAGCHEM,531719,BHAGCHEM.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,280.2,3633.33
INE294Z01018,The Anup Enginee,ANUP,542460,ANUP.NS,Industrial Manufacturing,Industrial Products,1808.9,3623.49
INE150G01020,Lux Industries,LUXIND,539542,LUXIND.NS,Textiles & Apparels,Garments & Apparels,1203.4,3618.83
INE488V01015,PSP Projects,PSPPROJECT,540544,PSPPROJECT.NS,Construction,Civil Construction,911.95,3615.13
INE710A01016,VST Industries,VSTIND,509966,VSTIND.NS,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,212.69,3612.78
INE124E01038,Steelcast,STEELCAS,513517,STEELCAS.NS,Industrial Products,Castings & Forgings,356.05,3603.23
INE578A01017,Heidelberg Cem.,HEIDELBERG,500292,HEIDELBERG.NS,Cement & Cement Products,Cement & Cement Products,158.98,3602.7
INE046W01019,Muthoot Microfin,MUTHOOTMF,544055,MUTHOOTMF.NS,Finance,Microfinance Institutions,210.87,3595.17
INE855C01023,Websol Energy,WEBELSOLAR,517498,WEBELSOLAR.NS,Electrical Equipment,Other Electrical Equipment,82.8,3594.87
INE863B01029,Prem. Explosives,PREMEXPLN,526247,PREMEXPLN.NS,Chemicals & Petrochemicals,Explosives,665.15,3575.93
INE634I01029,KNR Construct.,KNRCON,532942,KNRCON.NS,Construction,Civil Construction,127,3571.68
INE631A01022,Shanthi Gears,SHANTIGEAR,522034,SHANTIGEAR.NS,Industrial Manufacturing,Industrial Products,464.25,3561.53
INE08U801020,Samhi Hotels,SAMHI,543984,SAMHI.NS,Leisure Services,Hotels & Resorts,159.56,3547.97
INE247D01039,Jindal Worldwide,JINDWORLD,531543,JINDWORLD.NS,Textiles & Apparels,Other Textile Products,35.33,3542.19
INE978A01027,Heritage Foods,HERITGFOOD,519552,HERITGFOOD.NS,Food Products,Dairy Products,380.85,3534.14
INE0L9R01028,Gopal Snacks,GOPAL,544140,GOPAL.NS,Food Products,Packaged Foods,282.3,3519.34
INE234A01025,Novartis India,NOVARTIND,500672,NOVARTIND.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1418.9,3503.38
INE643A01035,JTEKT India,JTEKTINDIA,520057,JTEKTINDIA.NS,Auto Components,Auto Components & Equipments,126.1,3497.97
INE0RUV01018,Aimtron,AIMTRON,,AIMTRON.NS,Industrial Manufacturing,Industrial Products,1675.1,3491.14
INE552U01010,Kwality Pharma,KPL,539997,KPL.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,3361.1,3487.54
INE11XY01018,Caliber Mining,CMLL,544833,CMLL.NS,Consumable Fuels,Coal,529.65,3462.63
INE870D01012,Natl.Fertilizer,NFL,523630,NFL.NS,Fertilizers & Agrochemicals,Fertilizers,70.3,3448.78
INE0LLY01014,Enviro Infra,EIEL,544290,EIEL.NS,Other Utilities,Water Supply & Management,194.73,3418.1
INE0BYP01024,Oswal Pumps,OSWALPUMPS,544418,OSWALPUMPS.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",299.6,3415.59
INE731F01037,Welspun Special.,WELSPLSOL,500365,WELSPLSOL.NS,Industrial Products,Iron & Steel Products,51.38,3404.5
INE681B01017,Indrapr.Medical,INDRAMEDCO,532150,INDRAMEDCO.NS,Healthcare Services,Hospital,369.7,3389.15
INE266Y01019,D.P. Abhushan,DPABHUSHAN,544161,DPABHUSHAN.NS,Consumer Durables,"Gems, Jewellery And Watches",1482.4,3384.01
INE03CC01015,Jubilant Agri,JUBLCPL,544355,JUBLCPL.NS,Chemicals & Petrochemicals,Specialty Chemicals,2227.8,3375.67
INE050M01012,Vardhman Special,VSSL,534392,VSSL.NS,Industrial Products,Iron & Steel Products,348.7,3371.97
INE837H01020,Advanced Enzyme,ADVENZYMES,540025,ADVENZYMES.NS,Pharmaceuticals & Biotechnology,Biotechnology,300,3359.28
INE0MIZ23019,Anzen IYEP Trust,ANZEN,543655,ANZEN.NS,Power,Power - Transmission,131,3349.92
INE812G01025,SMS Pharma.,SMSPHARMA,532815,SMSPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,356.6,3339.63
INE926X01010,H.G. Infra Engg.,HGINFRA,541019,HGINFRA.NS,Construction,Civil Construction,511.9,3336.11
INE01EO01010,Spectrum Electr.,SPECTRUM,544386,SPECTRUM.NS,Industrial Manufacturing,Industrial Products,2121.8,3334.16
INE206N01018,Ravindra Energy,RELTD,504341,RELTD.NS,Electrical Equipment,Other Electrical Equipment,167.63,3328.28
INE0FFK01017,Network People,NPST,544396,NPST.NS,Financial Technology (Fintech),Financial Technology (Fintech),1588.5,3314.17
INE440T01028,Shanti Educat.,SEIL,539921,SEIL.NS,Other Consumer Services,Education,205.84,3314.02
INE229H01012,Nitin Spinners,NITINSPIN,532698,NITINSPIN.NS,Textiles & Apparels,Other Textile Products,588.45,3308.27
INE066O01014,Wonderla Holiday,WONDERLA,538268,WONDERLA.NS,Leisure Services,Amusement Parks/ Other Recreation,519.2,3295.11
INE040D01038,Mayur Uniquoters,MAYURUNIQ,522249,MAYURUNIQ.NS,Consumer Durables,Leather And Leather Products,757.1,3289.8
INE482D01024,Carysil,CARYSIL,524091,CARYSIL.NS,Consumer Durables,Household Appliances,1155.4,3286.26
INE052A01021,Windsor Machines,WINDMACHIN,522029,WINDMACHIN.NS,Industrial Manufacturing,Industrial Products,314.6,3254.83
INE202H01019,Kernex Microsys.,KERNEX,532686,KERNEX.NS,Transport Services,Transport Related Services,1934.5,3250.66
INE116A01032,Apcotex Industri,APCOTEXIND,523694,APCOTEXIND.NS,Industrial Products,Rubber,625.05,3240.57
INE139R01012,Fusion Finance,FUSION,543652,FUSION.NS,Finance,Microfinance Institutions,200.12,3235.62
INE549H01021,Anand Rathi Shar,ARSSBL,544530,ARSSBL.NS,Capital Markets,Stockbroking & Allied,511.7,3227.11
INE094B01013,Ashika Global Securities.,ASHIKAG,543766,ASHIKAG.NS,Finance,Non Banking Financial Company (NBFC),436.3,3225.37
INE0JA001018,Venus Pipes,VENUSPIPES,543528,VENUSPIPES.NS,Industrial Products,Iron & Steel Products,1556.6,3224.67
INE382M01027,United Foodbrands,UFBL,543283,UFBL.NS,Leisure Services,Restaurants,822.6,3217.82
INE442H01029,Ashoka Buildcon,ASHOKA,533271,ASHOKA.NS,Construction,Civil Construction,114.22,3206.42
INE401H01017,Kewal Kir.Cloth.,KKCL,532732,KKCL.NS,Textiles & Apparels,Garments & Apparels,516.45,3182.63
INE01FR01028,Baazar Style,STYLEBAAZA,544243,STYLEBAAZA.NS,Retailing,Speciality Retail,417.65,3179.04
INE266D01021,Grauer & Weil,GRAUWEIL,505710,GRAUWEIL.NS,Chemicals & Petrochemicals,Commodity Chemicals,70.07,3177.05
INE450U01017,Route Mobile,ROUTE,543228,ROUTE.NS,Telecom - Services,Other Telecom Services,502.3,3164.64
INE342G01023,NIIT Learning,NIITMTS,543952,NIITMTS.NS,Other Consumer Services,Education,228.8,3157.5
INE227C01017,M M Forgings,MMFL,522241,MMFL.NS,Auto Components,Auto Components & Equipments,652.6,3150.86
INE689W01016,Prince Pipes,PRINCEPIPE,542907,PRINCEPIPE.NS,Industrial Products,Plastic Products - Industrial,283.3,3132.2
INE922A01025,Bhansali Engg.,BEPL,500052,BEPL.NS,Chemicals & Petrochemicals,Petrochemicals,125.82,3131.14
INE506A01018,Dredging Corpn.,DREDGECORP,523618,DREDGECORP.NS,Engineering Services,Dredging,1116.5,3126.2
INE415I01015,Kiri Industries,KIRIINDUS,532967,KIRIINDUS.NS,Chemicals & Petrochemicals,Dyes And Pigments,477.9,3114.38
INE314H01012,Technvision Ven.,TECHNVISN,501421,TECHNVISN.NS,IT - Software,Software Products,4932,3097.3
INE310A01015,Nilkamal Ltd,NILKAMAL,523385,NILKAMAL.NS,Consumer Durables,Plastic Products - Consumer,2053.6,3063.97
INE034S01021,Arvind SmartSp.,ARVSMART,539301,ARVSMART.NS,Realty,"Residential, Commercial Projects",667,3061.33
INE903D01011,Monarch Networth,MONARCH,511551,MONARCH.NS,Capital Markets,Stockbroking & Allied,385.45,3056.94
INE24OJ01011,Shankara Buildpro,BUILDPRO,544517,BUILDPRO.NS,Retailing,Speciality Retail,1256.4,3046.69
INE050H01012,Rane (Madras),RML,532661,RML.NS,Auto Components,Auto Components & Equipments,1101,3042.85
INE02PY01013,Borosil,BOROLTD,543212,BOROLTD.NS,Consumer Durables,Houseware,254.18,3039.68
INE391J01032,JTL Industries,JTLIND,534600,JTLIND.NS,Industrial Products,Iron & Steel Products,79.52,3038
INE0S4R01014,Crizac,CRIZAC,544439,CRIZAC.NS,Retailing,Internet & Catalogue Retail,172.84,3024.4
INE0V7W01012,Carraro India,CARRARO,544320,CARRARO.NS,Auto Components,Auto Components & Equipments,531.4,3021.09
INE614A01028,Ramco Inds.,RAMCOIND,532369,RAMCOIND.NS,Other Construction Materials,Other Construction Materials,347,3013.4
INE164A01016,Balmer Lawrie,BALMLAWRIE,523319,BALMLAWRIE.NS,Diversified,Diversified,174.64,2986.41
INE039O01029,Jash Engineering,JASH,544402,JASH.NS,Industrial Manufacturing,Industrial Products,472.5,2985.9
INE0I0M01023,Prabha Energy,PRABHA,544379,PRABHA.NS,Oil,Oil Exploration & Production,217.66,2979.89
INE579B01039,Elpro Internatio,ELPROINTL,504000,ELPROINTL.NS,Realty,"Residential, Commercial Projects",175.47,2973.85
INE231F01020,Sasken Technol.,SASKEN,532663,SASKEN.NS,IT - Services,IT Enabled Services,1949,2960.82
INE060A01024,Navneet Educat.,NAVNETEDUL,508989,NAVNETEDUL.NS,Household Products,Stationary,133.62,2955.85
INE624Z01016,Solara Active,SOLARA,541540,SOLARA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,616.9,2948.45
INE982B01027,ADF Foods,ADFFOODS,519183,ADFFOODS.NS,Food Products,Packaged Foods,267.6,2939.95
INE305C01029,Panama Petrochem,PANAMAPET,524820,PANAMAPET.NS,Petroleum Products,Lubricants,485.2,2935.15
INE0NLT01010,BLS E-Services,BLSE,544107,BLSE.NS,IT - Services,IT Enabled Services,320.9,2915.58
INE707A01012,Vindhya Telelink,VINDHYATEL,517015,VINDHYATEL.NS,Construction,Civil Construction,2453.9,2907.87
INE495C01010,Sangam India,SANGAMIND,514234,SANGAMIND.NS,Textiles & Apparels,Other Textile Products,577.65,2902.49
INE845D01014,Ganesha Ecosphe.,GANECOS,514167,GANECOS.NS,Textiles & Apparels,Other Textile Products,1082.1,2899.59
INE0HR601026,DDev Plastiks,DDEVPLSTIK,543547,DDEVPLSTIK.NS,Chemicals & Petrochemicals,Specialty Chemicals,277.85,2875.1
INE023A01030,Nalwa Sons Invst,NSIL,532256,NSIL.NS,Finance,Investment Company,5587,2871.72
INE915B01019,Ind-Swift Labs.,INDSWFTLAB,532305,INDSWFTLAB.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,329.59,2866.17
INE425Y01011,RPSG Ventures,RPSGVENT,542333,RPSGVENT.NS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),866.25,2866.11
INE615I01010,Globus Spirits,GLOBUSSPR,533104,GLOBUSSPR.NS,Beverages,Breweries & Distilleries,906.4,2851.65
INE683C01011,Maithan Alloys,MAITHANALL,590078,MAITHANALL.NS,Ferrous Metals,Ferro & Silica Manganese,977.1,2844.49
INE411H01032,R Systems Intl.,RSYSTEMS,532735,RSYSTEMS.NS,IT - Services,IT Enabled Services,239.25,2835.02
INE886D01026,EFC (I),EFCIL,512008,EFCIL.NS,Commercial Services & Supplies,Diversified Commercial Services,191.61,2834.8
INE883N01014,Parag Milk Foods,PARAGMILK,539889,PARAGMILK.NS,Food Products,Dairy Products,225.5,2832.5
INE0Q3R01026,Sundaram Clayton,SUNCLAY,544066,SUNCLAY.NS,Auto Components,Auto Components & Equipments,1284.1,2830.95
INE347A01017,Mangalam Cement,MANGLMCEM,502157,MANGLMCEM.NS,Cement & Cement Products,Cement & Cement Products,1027.95,2826.58
INE393P01035,Prataap Snacks,DIAMONDYD,540724,DIAMONDYD.NS,Food Products,Packaged Foods,1179.3,2822.06
INE00M901018,Interarch Build.,INTERARCH,544232,INTERARCH.NS,Construction,Civil Construction,1676.3,2819.04
INE045A01017,Ador Welding,ADOR,517041,ADOR.NS,Industrial Products,Other Industrial Products,1617.6,2815.08
INE579C01029,Vimta Labs,VIMTALABS,524394,VIMTALABS.NS,Healthcare Services,"Healthcare Research, Analytics & Technology",629.65,2813.71
INE818A01017,Antelopus Selan,ANTELOPUS,530075,ANTELOPUS.NS,Oil,Oil Exploration & Production,800.1,2813.34
INE488A01050,Chemplast Sanmar,CHEMPLASTS,543336,CHEMPLASTS.NS,Chemicals & Petrochemicals,Specialty Chemicals,176.89,2796.8
INE244B01030,Patel Engineerin,PATELENG,531120,PATELENG.NS,Construction,Civil Construction,28.17,2794.86
INE197D01010,Jindal Poly Film,JINDALPOLY,500227,JINDALPOLY.NS,Industrial Products,Packaging,637.6,2791.82
INE163A01018,NOCIL,NOCIL,500730,NOCIL.NS,Chemicals & Petrochemicals,Specialty Chemicals,167.02,2789.65
INE637C01025,Pokarna,POKARNA,532486,POKARNA.NS,Consumer Durables,Granites & Marbles,897.7,2783.23
INE02A801020,Rossari Biotech,ROSSARI,543213,ROSSARI.NS,Chemicals & Petrochemicals,Specialty Chemicals,501.75,2779.4
INE0JEI23010,Roadstar Infra,ROADSTAR,544374,ROADSTAR.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",61.01,2778.87
INE725E01024,Orissa Minerals,ORISSAMINE,590086,ORISSAMINE.NS,Minerals & Mining,Industrial Minerals,4617.5,2770.5
INE172N01012,Imagica. Enter.,IMAGICAA,539056,IMAGICAA.NS,Leisure Services,Amusement Parks/ Other Recreation,48.87,2765.36
INE703H01016,Hubtown,HUBTOWN,532799,HUBTOWN.NS,Realty,"Residential, Commercial Projects",194.54,2764.43
INE08KJ01020,Mufin Green,MUFIN,542774,MUFIN.NS,Finance,Non Banking Financial Company (NBFC),139.49,2764.16
INE0Z8Z23013,Capital Infra,CAPINVIT,544338,CAPINVIT.NS,Construction,Civil Construction,76.98,2763.44
INE713R01022,GSP Crop Science,GSPCROP,544733,GSPCROP.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,594,2763.21
INE076B01028,Siyaram Silk,SIYSIL,503811,SIYSIL.NS,Textiles & Apparels,Other Textile Products,606.35,2751.02
INE385W01011,Dishman Carbogen,DCAL,540701,DCAL.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,173.54,2720.81
INE874I01013,Ramky Infra,RAMKY,533262,RAMKY.NS,Construction,Civil Construction,392.2,2713.94
INE885H01029,Sportking India,SPORTKING,539221,SPORTKING.NS,Textiles & Apparels,Other Textile Products,213.07,2707.52
INE876N01018,Orient Cement,ORIENTCEM,535754,ORIENTCEM.NS,Cement & Cement Products,Cement & Cement Products,131.52,2702.21
INE464A01036,Bharat Bijlee,BBL,503960,BBL.NS,Electrical Equipment,Heavy Electrical Equipment,2389.7,2701.11
INE456Z01021,Medi Assist Ser.,MEDIASSIST,544088,MEDIASSIST.NS,Insurance,Insurance Distributors,360.75,2694.87
INE07K301024,Zaggle Prepaid,ZAGGLE,543985,ZAGGLE.NS,IT - Services,IT Enabled Services,200.12,2690.78
INE198501012,Euro Pratik Sale,EUROPRATIK,544519,EUROPRATIK.NS,Consumer Durables,"Furniture, Home Furnishing",263.15,2689.39
INE445C01015,XPRO India,XPROINDIA,590013,XPROINDIA.NS,Industrial Products,Packaging,1142,2680.32
INE162A01010,Guj Inds. Power,GIPCL,517300,GIPCL.NS,Power,Power Generation,172.64,2679.65
INE079J01017,Gateway Distri,GATEWAY,543489,GATEWAY.NS,Transport Services,Logistics Solution Provider,53.6,2678.09
INE771F01041,Fischer Medical,FISCHER,524743,FISCHER.NS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,38.14,2664.79
INE475B01022,Hikal,HIKAL,524735,HIKAL.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,215.61,2658.49
INE126J01016,Apollo Pipes,APOLLOPIPE,531761,APOLLOPIPE.NS,Industrial Products,Plastic Products - Industrial,601.55,2649.72
INE0RYC01010,Stallion India,STALLION,544342,STALLION.NS,Chemicals & Petrochemicals,Industrial Gases,228.25,2649.66
INE449A01011,Automotive Axles,AUTOAXLES,505010,AUTOAXLES.NS,Auto Components,Auto Components & Equipments,1744.8,2636.39
INE529A01010,Federal-Mogul Go,FMGOETZE,505744,FMGOETZE.NS,Auto Components,Auto Components & Equipments,472.1,2626.29
INE00Y201027,Flair Writing,FLAIR,544030,FLAIR.NS,Household Products,Stationary,248.8,2622.24
INE484C01030,Veedol Corporat,VEEDOL,590005,VEEDOL.NS,Petroleum Products,Lubricants,1502.5,2617.96
INE934C01018,Dr Agarwal's Eye,DRAGARWQ,526783,DRAGARWQ.NS,Healthcare Services,Hospital,5395,2607.31
INE488B01017,Tasty Bite Eat.,TASTYBITE,519091,TASTYBITE.NS,Food Products,Packaged Foods,10135.5,2600.77
INE0N2P01017,Rishabh Instrum.,RISHABH,543977,RISHABH.NS,Electrical Equipment,Other Electrical Equipment,669.3,2589.69
INE036A01016,Reliance Infra.,RELINFRA,500390,RELINFRA.NS,Power,Integrated Power Utilities,63.16,2580.91
INE920A01037,Dolphin Offshore,DOLPHIN,522261,DOLPHIN.NS,Oil,Offshore Support Solution Drilling,645.1,2580.7
INE351Y01019,Beta Drugs Ltd,BETA,,BETA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,2327.7,2580.46
INE735W01017,Utkarsh Small F.,UTKARSHBNK,543942,UTKARSHBNK.NS,Banks,Other Bank,14.43,2567.85
INE00IN01015,Stove Kraft,STOVEKRAFT,543260,STOVEKRAFT.NS,Consumer Durables,Household Appliances,775.45,2567.31
INE792Z01011,Sirca Paints,SIRCA,543686,SIRCA.NS,Consumer Durables,Paints,451.2,2562.49
INE187D01029,Talbros Auto.,TALBROAUTO,505160,TALBROAUTO.NS,Auto Components,Auto Components & Equipments,413.4,2551.84
INE451D01029,Rajratan Global,RAJRATAN,517522,RAJRATAN.NS,Auto Components,Auto Components & Equipments,501.75,2547.43
INE0OAF01028,JNK,JNKINDIA,544167,JNKINDIA.NS,Industrial Manufacturing,Industrial Products,454.35,2542.27
INE128A01029,Eveready Inds.,EVEREADY,531508,EVEREADY.NS,Household Products,Household Products,348.95,2536.42
INE922B01023,Panacea Biotec,PANACEABIO,531349,PANACEABIO.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,411.1,2518.02
INE669R01026,Elitecon Inter.,ELITECON,539533,ELITECON.NS,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,15.7,2509.65
INE092B01025,India Nipp.Elec.,INDNIPPON,532240,INDNIPPON.NS,Auto Components,Auto Components & Equipments,1105.7,2501.25
INE1AG301022,GK Energy,GKENERGY,544525,GKENERGY.NS,Construction,Civil Construction,123.3,2500.74
INE0IQ001011,Veranda Learning,VERANDA,543514,VERANDA.NS,Other Consumer Services,E-Learning,259.25,2497.9
INE602G01020,Kitex Garments,KITEX,521248,KITEX.NS,Textiles & Apparels,Garments & Apparels,124.95,2492.75
INE17QZ01016,Knack Packaging,KNACK,544814,KNACK.NS,Industrial Products,Packaging,203.55,2490.74
INE07O001026,Easy Trip Plann.,EASEMYTRIP,543272,EASEMYTRIP.NS,Leisure Services,"Tour, Travel Related Services",6.25,2490.41
INE552D01024,Confidence Petro,CONFIPET,526829,CONFIPET.NS,Gas,LPG/CNG/PNG/LNG Supplier,74.8,2485.16
INE750A01020,Oriental Hotels,ORIENTHOT,500314,ORIENTHOT.NS,Leisure Services,Hotels & Resorts,138.67,2476.63
INE836B01017,Satin Creditcare,SATIN,539404,SATIN.NS,Finance,Microfinance Institutions,224.16,2476.32
INE988S01028,Apeejay Surrend.,PARKHOTELS,544111,PARKHOTELS.NS,Leisure Services,Hotels & Resorts,115.61,2466.82
INE751B01018,Pix Transmission,PIXTRANS,500333,PIXTRANS.NS,Industrial Products,Rubber,1809.1,2465.8
INE717W01049,Gandhar Oil Ref.,GANDHAR,544029,GANDHAR.NS,Petroleum Products,Lubricants,250.43,2451.2
INE209A01019,Sundrop Brands,SUNDROP,500215,SUNDROP.NS,Agricultural Food & other Products,Edible Oil,646.5,2437.1
INE0MB501011,J.G.Chemicals,JGCHEM,544138,JGCHEM.NS,Chemicals & Petrochemicals,Commodity Chemicals,621.85,2436.79
INE0QRL01017,Arkade,ARKADE,544261,ARKADE.NS,Realty,"Residential, Commercial Projects",130.98,2431.82
INE757A01017,Cosmo First,COSMOFIRST,508814,COSMOFIRST.NS,Industrial Products,Packaging,922.95,2422.72
INE0OUT01019,Oriana Power Ltd,ORIANA,,ORIANA.NS,Electrical Equipment,Other Electrical Equipment,1192.05,2422.14
INE899L01030,Ujaas Energy,UEL,533644,UEL.NS,Power,Power Generation,181.23,2417.57
INE934S01014,GNA Axles,GNA,540124,GNA.NS,Auto Components,Auto Components & Equipments,562.85,2416.36
INE0H9F01037,Sai Parenteral's,SAIPARENT,544742,SAIPARENT.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,540.85,2389.43
INE426A01027,Alembic,ALEMBICLTD,506235,ALEMBICLTD.NS,Realty,"Residential, Commercial Projects",92.73,2381.14
INE182D01020,Marathon Nextgen,MARATHON,503101,MARATHON.NS,Realty,"Residential, Commercial Projects",352.35,2376.41
INE194R01017,Fredun Pharma,FREDUN,539730,FREDUN.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1434.6,2372.55
INE0MLS01022,EPack PrefabTech,EPACKPEB,544540,EPACKPEB.NS,Industrial Manufacturing,Industrial Products,234.35,2358.29
INE625X01026,Silver Touch,SILVERTUC,543525,SILVERTUC.NS,IT - Software,Computers - Software & Consulting,185.94,2357.91
INE893J01029,Mold-Tek Pack.,MOLDTKPAC,533080,MOLDTKPAC.NS,Industrial Products,Packaging,708.95,2355.76
INE498Q01014,Vintage Coffee,VINCOFE,538920,VINCOFE.NS,Agricultural Food & other Products,Tea & Coffee,161.55,2353.6
INE029L01018,Kalyani Invest.,KICL,533302,KICL.NS,Finance,Investment Company,5382.5,2352.15
INE00HZ01011,BN Agrochem,BNAGROCHEM,526125,BNAGROCHEM.NS,Commercial Services & Supplies,Trading & Distributors,239.95,2346.06
INE212I01016,S P Apparels,SPAL,540048,SPAL.NS,Textiles & Apparels,Garments & Apparels,930.45,2339.05
INE343B01030,Rajesh Exports,RAJESHEXPO,531500,RAJESHEXPO.NS,Consumer Durables,"Gems, Jewellery And Watches",79.18,2337.87
INE1JNC23012,TVS Infra. Trust,TVSINVIT,,TVSINVIT.NS,Commercial Services & Supplies,Diversified Commercial Services,118,2326.96
INE411B01019,Venus Remedies,VENUSREM,526953,VENUSREM.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1738.1,2323.32
INE298G01035,Ajmera Realty,AJMERA,513349,AJMERA.NS,Realty,"Residential, Commercial Projects",117.96,2321.4
INE149O01018,NIBE,NIBE,535136,NIBE.NS,Aerospace & Defense,Aerospace & Defense,1490.8,2311
INE879K01018,KMC Speciality,KMCSHIL,524520,KMCSHIL.NS,Healthcare Services,Hospital,141.65,2310.31
INE384A01010,Rane Holdings,RANEHOLDIN,505800,RANEHOLDIN.NS,Finance,Holding Company,1615.6,2307.08
INE032A01023,Bombay Dyeing,BOMDYEING,500020,BOMDYEING.NS,Textiles & Apparels,Other Textile Products,111.65,2305.96
INE603A01013,Prakash Industri,PRAKASH,506022,PRAKASH.NS,Ferrous Metals,Iron & Steel,128.6,2302.99
INE1UA823019,Anantam Highways,ANANTAM,544579,ANANTAM.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",105.51,2294.84
INE276G01015,Asian Energy,ASIANENE,530355,ASIANENE.NS,Oil,Oil Equipment & Services,470.3,2287.88
INE0ALI01010,Advait Energy,ADVAIT,543230,ADVAIT.NS,Electrical Equipment,Other Electrical Equipment,2086,2282.71
INE818W01011,ESAF Small Fin,ESAFSFB,544020,ESAFSFB.NS,Banks,Other Bank,43.94,2267.38
INE007B01023,Geojit Fin. Ser.,GEOJITFSL,532285,GEOJITFSL.NS,Capital Markets,Stockbroking & Allied,80.72,2253.07
INE612J01015,Repco Home Fin,REPCOHOME,535322,REPCOHOME.NS,Finance,Housing Finance Company,359.05,2246.27
INE03NU01014,Brigade Hotel,BRIGHOTEL,544457,BRIGHOTEL.NS,Leisure Services,Hotels & Resorts,59.13,2246.01
INE858F01012,Nitco,NITCO,532722,NITCO.NS,Consumer Durables,Ceramics,93.36,2245.93
INE004A01022,Protean eGov,PROTEAN,544021,PROTEAN.NS,IT - Services,IT Enabled Services,551.05,2238.43
INE121N01019,Thejo Engg.,THEJO,,THEJO.NS,Industrial Manufacturing,Industrial Products,2057.8,2232.19
INE338F01015,Kilburn Engg.,KLBRENG-B,522101,KLBRENG-B.NS,Industrial Manufacturing,Industrial Products,397.4,2225.45
